# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "example_data/genome/mm10_chr19/gencode.vM25.primary_assembly.annotation.ch19.gtf" "-o" "feature_count/counts.s2.strict.txt" "-T" "4" "-g" "gene_id" "-Q" "20" "--minOverlap" "1" "--fracOverlap" "0" "-p" "-B" "-C" "-s" "2" "mapped_reads/KO_D0_1_S2.bam" "mapped_reads/KO_D0_2_S8.bam" "mapped_reads/KO_D2_1_S4.bam" "mapped_reads/KO_D2_2_S10.bam" "mapped_reads/KO_D8_1_S6.bam" "mapped_reads/KO_D8_2_S12.bam" "mapped_reads/WT_D0_1_S1.bam" "mapped_reads/WT_D0_2_S7.bam" "mapped_reads/WT_D2_1_S3.bam" "mapped_reads/WT_D2_2_S9.bam" "mapped_reads/WT_D8_1_S5.bam" "mapped_reads/WT_D8_2_S11.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/KO_D0_1_S2.bam	mapped_reads/KO_D0_2_S8.bam	mapped_reads/KO_D2_1_S4.bam	mapped_reads/KO_D2_2_S10.bam	mapped_reads/KO_D8_1_S6.bam	mapped_reads/KO_D8_2_S12.bam	mapped_reads/WT_D0_1_S1.bam	mapped_reads/WT_D0_2_S7.bam	mapped_reads/WT_D2_1_S3.bam	mapped_reads/WT_D2_2_S9.bam	mapped_reads/WT_D8_1_S5.bam	mapped_reads/WT_D8_2_S11.bam
ENSMUSG00000117691.1	chr19	47054505	47055248	-	744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094400.1	chr19	47058162	47058268	+	107	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000025049.6	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47067746;47070981;47074813;47075736;47075997;47077274;47078768;47080541;47081809;47082144;47082427	47068326;47071218;47075128;47075899;47076132;47077394;47078897;47080705;47081986;47082321;47083479	+;+;+;+;+;+;+;+;+;+;+	3260	97	76	169	214	102	121	115	77	174	155	113	124
ENSMUSG00000071528.4	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47083464;47083468;47083486;47084769;47085867;47085955;47085955;47086134;47086134;47086134;47086134;47090573;47090573;47090573;47090573	47086047;47083569;47083569;47084858;47086047;47086047;47086047;47086229;47086229;47086229;47086229;47090647;47090643;47090634;47090625	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2755	1429	1169	1596	1604	1371	1343	1322	1286	1378	1550	1222	1556
ENSMUSG00000025047.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47090768;47092782;47093751;47095208;47096855;47098121;47098691;47101063;47102567;47103752;47104033;47104656;47106297;47107011;47107554;47108423;47109554;47110961;47112038;47113141;47114555;47117297;47119536;47119793;47120247;47124431;47125045;47126150;47126306;47126875;47127251;47127946;47128275;47128658;47129142;47129629;47129948;47130639	47090867;47092900;47093882;47095375;47097016;47098244;47098872;47101170;47102773;47103876;47104093;47104802;47106548;47107151;47107748;47108593;47109773;47111110;47112153;47113715;47114617;47117402;47119625;47119895;47120424;47124487;47125167;47128481;47126428;47127109;47127367;47128092;47128522;47131251;47129310;47129782;47130113;47131865	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9756	2127	2476	3284	3301	2222	2110	2053	2634	2964	3054	1859	2117
ENSMUSG00000033033.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47105353;47110275;47131823;47132807;47135349;47135349;47137905;47137905	47107208;47110321;47133173;47133173;47136065;47136065;47138294;47138294	-;-;-;-;-;-;-;-	4361	583	153	430	440	747	573	554	155	414	332	519	553
ENSMUSG00000079258.2	chr19;chr19	47140909;47143623	47141529;47144254	-;-	1253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094219.1	chr19;chr19;chr19	47151609;47155320;47157478	47152109;47155575;47157764	-;-;-	1044	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091230.1	chr19	47170469	47171134	-	666	4	1	5	4	2	6	14	2	5	1	1	3
ENSMUSG00000006435.16	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47178820;47179022;47179151;47228911;47239802;47239802;47239802;47239802;47240350;47240350;47240350;47240350;47241302;47253119;47253119;47256712;47256712;47257417;47257417	47179551;47179551;47179551;47229096;47240043;47240043;47240043;47240043;47240671;47240671;47243611;47240671;47241396;47253808;47253808;47256858;47256858;47259435;47259441	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7284	70	49	33	26	50	38	102	75	24	22	50	50
ENSMUSG00000118127.1	chr19;chr19;chr19;chr19;chr19	47198241;47199606;47200090;47200305;47201936	47199354;47199787;47200202;47200398;47202032	-;-;-;-;-	1600	0	0	0	0	0	1	0	1	1	0	1	0
ENSMUSG00000117659.1	chr19;chr19	47220713;47221767	47221028;47221909	-;-	459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118029.1	chr19	47252243	47254332	+	2090	2	1	0	0	0	2	1	2	0	1	1	1
ENSMUSG00000053617.12	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47260174;47266913;47266953;47269838;47269838;47269838;47272008;47272008;47272008;47273184;47273184;47273184;47278313;47278313;47278313;47283021;47283021;47286605;47286605;47286605;47314035;47314035;47314035;47320276;47320276;47343440;47343440;47363609;47364623;47364623;47364623;47373384;47373384;47373384;47397816;47397816;47397816;47410202;47424490;47424490;47464064;47464064	47268936;47268936;47268936;47269957;47269957;47269957;47272057;47272057;47272057;47273518;47273518;47273518;47278430;47278430;47278430;47283104;47283104;47286718;47286718;47286718;47314166;47314751;47314166;47320320;47320320;47343468;47343468;47364004;47364714;47364714;47364714;47373460;47373460;47373460;47397891;47397891;47397891;47410359;47424570;47424570;47464247;47464401	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11593	17635	7109	44726	39893	18230	16805	17276	7402	35437	35320	16932	19019
ENSMUSG00000098786.1	chr19	47273519	47273589	-	71	0	2	0	0	1	1	0	0	3	1	2	0
ENSMUSG00000042694.17	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47501033;47501038;47507205;47507806;47507806;47507806;47508725;47510335;47510335;47513811;47513811;47516091;47516091;47517027;47517027;47522132;47524073;47524202;47524687;47524687;47524687;47524687;47524707;47528637;47528637;47528637;47528637;47528637;47528637;47532352;47535915;47536196;47536196;47536196;47536196;47536196;47536196;47536196;47536290;47536814;47536814;47536814;47536814;47536814;47536814;47536814;47536975;47537192	47501717;47501717;47507598;47507878;47507878;47507878;47508773;47510457;47510457;47513982;47513982;47516214;47516214;47517194;47517194;47522197;47524171;47524755;47524755;47524755;47524755;47524755;47524755;47528732;47528732;47528732;47528732;47528732;47528732;47532714;47536371;47536371;47536262;47536371;47536371;47536371;47536371;47536371;47536371;47537046;47536924;47537094;47536964;47536896;47537036;47537119;47537024;47537507	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4045	211	169	302	300	287	204	189	151	233	243	197	210
ENSMUSG00000097990.1	chr19;chr19;chr19	47512982;47513263;47514133	47513007;47513555;47516578	+;+;+	2765	0	2	0	0	0	2	3	11	0	1	0	0
ENSMUSG00000025060.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47579678;47580019;47608905;47608905;47611575;47611575;47611902;47611902;47615196;47615196;47615406;47615406;47616522;47616522;47619191;47619191;47619603;47619603;47620670;47622236;47622236;47622236;47622571;47622571;47622658;47625305;47625305;47625305;47625305;47627648;47627648;47630468;47635130;47635469;47635469;47635469;47636343;47636343;47636343;47637210;47637210;47637642;47637642;47638876;47638876;47641947;47641947	47580343;47580343;47609069;47609069;47611623;47611623;47612051;47612051;47615268;47615268;47615600;47615600;47616603;47616603;47619319;47619319;47620952;47620952;47620952;47622694;47622366;47622366;47622694;47622694;47622694;47625854;47625354;47625484;47625484;47627740;47627740;47630539;47635598;47635598;47635598;47635598;47636454;47636467;47636467;47637398;47637398;47637767;47637767;47638989;47638989;47642455;47645246	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8356	3026	3051	3121	3561	3614	2998	2886	3587	2853	2717	2832	2941
ENSMUSG00000118206.1	chr19;chr19	47597237;47602215	47599826;47602329	-;-	2705	4	3	3	3	5	0	0	3	4	4	6	0
ENSMUSG00000086121.1	chr19;chr19;chr19	47606144;47607162;47617070	47606545;47607226;47617106	-;-;-	504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025064.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47646344;47646344;47647600;47647600;47647794;47647794;47648099;47648099;47648100;47648731;47648731;47648731;47649326;47649326;47649326;47650048;47650257;47650257;47650726;47650726;47651211;47651211;47651753;47651753;47652124;47652124;47652590;47652590;47653349;47653349;47653781;47653781;47654013;47654013;47654169;47654169;47655191;47655191;47656183;47656183;47657085;47657085;47657463;47657463;47659225;47659225;47659991;47659991;47660783;47660783;47661097;47661097;47662336;47662336;47663021;47663021;47663532;47663532;47663803;47663803;47664387;47664387;47664963;47664963;47665857;47665857;47666481;47666481;47666646;47666646;47667694;47667694;47668084;47668084;47668495;47668495;47669238;47669238;47669283;47670399;47670399;47670399;47670914;47670914;47670914;47671368;47671368;47672421;47672421;47673330;47673334;47673334;47674749;47674749;47674749;47675436;47675436;47675436;47676788;47676788;47678411;47678411;47679419;47679419;47680402;47680402;47681378;47681378;47682388;47682388;47683238;47683238;47685535;47685535;47691813;47691813	47647278;47647278;47647680;47647680;47647856;47647856;47648227;47648227;47648227;47649090;47649090;47649090;47649595;47649472;47649472;47650158;47650346;47650346;47650866;47650866;47651276;47651276;47651890;47651890;47652246;47652246;47652640;47652640;47653408;47653408;47653834;47653834;47654054;47654054;47654222;47654222;47655268;47655268;47656218;47656218;47657165;47657165;47657498;47657498;47659260;47659260;47660017;47660017;47660854;47660854;47661132;47661132;47662398;47662398;47663056;47663056;47663567;47663567;47663856;47663856;47664422;47664422;47665025;47665025;47665961;47665961;47666543;47666543;47666672;47666672;47667720;47667720;47668113;47668113;47668710;47668710;47669459;47669459;47669459;47670443;47670443;47670443;47671048;47670994;47670994;47671529;47671529;47672489;47672489;47673405;47673405;47673405;47674820;47674820;47674820;47675836;47675594;47675594;47676931;47676931;47678458;47678458;47679454;47679454;47680449;47680449;47681509;47681509;47682492;47682492;47683282;47683282;47685597;47685597;47692094;47692094	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6011	16	16	6	21	5	7	4	19	6	7	5	9
ENSMUSG00000117702.1	chr19;chr19	47694671;47696082	47695430;47696533	-;-	1212	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000088525.1	chr19	47710866	47710981	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096704.1	chr19	47714784	47714887	-	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118149.1	chr19;chr19	47721035;47722248	47721317;47723066	+;+	1102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025066.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47731682;47732204;47732630;47732630;47732946;47733519;47733519;47734824	47731821;47732461;47732704;47732988;47732988;47733807;47733911;47735588	+;+;+;+;+;+;+;+	1915	3804	2440	2777	3283	3681	3396	3689	2669	2778	2693	3000	3701
ENSMUSG00000044948.17	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47736857;47737606;47737606;47738029;47738029;47738029;47738778;47738778;47738778;47739670;47739670;47739670;47739924;47745277;47745444;47745444;47745444;47746629;47746629;47746629;47747842;47747842;47747842;47751068;47751068;47751068;47751827;47751827;47751827;47752965;47752965;47752965;47752996;47756002;47756002;47756002;47756002;47760859;47760859;47760859;47760859;47761637;47761637;47761637;47761637;47761942;47761942;47761942;47761942;47763514;47763514;47763514;47763641;47765800;47770380;47771556;47773023;47776020;47778394;47780261;47782279;47785280;47786580;47786921;47788312;47788312;47791419;47791419;47794851;47795603;47795603;47795603;47797109;47797109;47797109;47801863;47801863;47801863;47812068;47812068;47812068;47813928;47813928;47815813;47815813;47822954;47823029;47823029;47825762;47825762;47825762;47830384;47830384;47830384;47835564;47835564;47835564;47837215;47837215;47919124	47737887;47737887;47737887;47738182;47738182;47738182;47738858;47738858;47738858;47739834;47739834;47739834;47739966;47745340;47745603;47745603;47745603;47746741;47746741;47746741;47748055;47748055;47748055;47751156;47751156;47751156;47751913;47751913;47751913;47753072;47753072;47753072;47753072;47756121;47756121;47756121;47756121;47760984;47760984;47760984;47760984;47761825;47761717;47761717;47761717;47762034;47762034;47762034;47762034;47763588;47763580;47763580;47763847;47766030;47770496;47771660;47773148;47776097;47778477;47780411;47782409;47785429;47787096;47787096;47788452;47788452;47791522;47791522;47795071;47795751;47795751;47795751;47797189;47797189;47797189;47801979;47801979;47801979;47812146;47812199;47812199;47813995;47813995;47815972;47815972;47823179;47823179;47823179;47825929;47825929;47825929;47830480;47830480;47830480;47835817;47835817;47835817;47837361;47837382;47919287	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7059	8	10	3	2	2	7	7	3	4	5	0	8
ENSMUSG00000099069.1	chr19	47755022	47755157	-	136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025068.8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47854970;47855030;47855038;47855083;47855215;47855215;47855215;47855215;47855758;47857859;47857859;47857859;47857859;47859432;47859432;47859432;47862995;47863379;47863379;47863379;47863457;47864297;47864297;47864297;47864297;47864297	47855122;47855122;47855122;47855122;47855725;47855323;47855323;47855323;47855787;47858081;47858081;47857983;47858081;47859530;47859555;47859530;47863482;47863482;47863482;47863482;47863482;47864567;47864790;47864789;47864790;47864327	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2023	7142	4200	4238	4478	3188	2817	7506	5576	4203	4256	2921	3839
ENSMUSG00000025069.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47865534;47865545;47865580;47865767;47865777;47865788;47865826;47867641;47869686;47869686;47869686;47869686;47869686;47869686;47869686;47869686;47870209;47870209;47870209;47870209;47870209;47870209;47870209;47870209;47870262;47871654;47871654;47871654;47871654;47871654;47871654;47871654;47872016;47872016;47872016;47872016;47872016;47872016;47872016;47874830;47874830;47874830;47874830;47874830;47874830;47876396;47876396;47876396;47876396;47884656;47884656;47884656;47884656;47884656;47884656;47884656;47886018;47886018;47886018;47886018;47886018;47886018	47865633;47865633;47865633;47865929;47865929;47865929;47865929;47868002;47869760;47869760;47869760;47869760;47869760;47869760;47869760;47869760;47870310;47870676;47870323;47870323;47870323;47870323;47870323;47870323;47870434;47871803;47871803;47871803;47871803;47871803;47871803;47871803;47872124;47872124;47872124;47872124;47872124;47872124;47872124;47875052;47875052;47875052;47875052;47875052;47875052;47876497;47876497;47876497;47876497;47884762;47884762;47884762;47884762;47884945;47884762;47884762;47886298;47886308;47886308;47886324;47886324;47886312	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2349	36	53	15	20	37	27	66	60	12	22	23	29
ENSMUSG00000117975.1	chr19;chr19;chr19;chr19;chr19	47894602;47898152;47914416;47919124;47919124	47898185;47898190;47914600;47919250;47919299	-;-;-;-;-	3950	3540	5618	851	1624	1649	1929	3437	6030	820	1128	1348	1813
ENSMUSG00000092966.1	chr19	47919192	47919273	-	82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046585.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	47937675;47937712;47941111;47941111;47944090;47944090;47948116;47949286;47952987;47955293;47958120;47962375;47974518;47975462;47982019;47983448;47986441;47988465;48026720;48029079;48034661	47937836;47937836;47941392;47941392;47944348;47944238;47948272;47949480;47953124;47955452;47958202;47962566;47974679;47975608;47982159;47983671;47986552;47988569;48026839;48029212;48035387	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3500	1	2	0	0	1	1	3	1	0	0	0	0
ENSMUSG00000117690.1	chr19;chr19;chr19	48117348;48119257;48135905	48117507;48119337;48136082	+;+;+	419	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063434.6	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	48206025;48398696;48429960;48430583;48487390;48487390;48535455;48535455;48603843;48603843;48645783;48645783;48653994;48653994;48683567;48693821;48704216;48704218;48705909;48705909;48710567;48710567;48713482;48713482;48722890;48722890;48748240;48749264;48759846;48759846;48764134;48764134;48766961;48766961;48772260;48772260;48788390;48788390;48790129;48790129;48794144;48794144;48796368;48796368;48797410;48797410;48802649;48802649;48803622;48803622	48206797;48398763;48430199;48430638;48487489;48487489;48535613;48535613;48603916;48603916;48645847;48645847;48655310;48654112;48683656;48694000;48704364;48704364;48706011;48706011;48710643;48710643;48713573;48713573;48722997;48722997;48748357;48749397;48759959;48759959;48764305;48764305;48767147;48767147;48772393;48772393;48788513;48788513;48790241;48790241;48794275;48794275;48796467;48796467;48797515;48797515;48802809;48802809;48804537;48805505	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7130	0	4	0	2	0	0	1	1	1	0	0	1
ENSMUSG00000089004.1	chr19	48240535	48240645	-	111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117930.1	chr19	48811136	48813495	+	2360	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118014.1	chr19	48990469	48991981	-	1513	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117996.1	chr19;chr19;chr19	48992084;48996212;48996450	48992123;48996312;48996546	+;+;+	238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118111.1	chr19;chr19;chr19	49090673;49104579;49107175	49090696;49104698;49107771	+;+;+	741	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117931.1	chr19;chr19;chr19	49554018;49555884;49556917	49554206;49556045;49557406	+;+;+	841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118059.1	chr19	49709393	49710124	-	732	12	9	10	16	9	11	9	7	9	11	9	9
ENSMUSG00000098507.1	chr19	49709794	49709872	-	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117697.1	chr19	49868355	49869201	+	847	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062083.1	chr19	50030124	50030735	-	612	29	24	34	26	25	20	22	19	27	37	19	25
